Customer ID,First Name,Last Name,Sex,Phone,Email Adress,Postal Code,Bus Number,City,Country,Username,Password,Role ID,Role
5765381570682,Adrien,Laurent,Male,+32(0)765 259542,Adrien.Laurent@telenet.com,9566,None,Beaufays,Belgium,Adrien93,b'\xab\xd3\x84.D\x98\xbc\xc3\xff\x82\xad^~\xfcNg\xd0\xc2\xf0><+A>\xecI\x88\x03~\xce7\x81',3739961559905,Client
6096784097046,Caro,Bosmans,Female,(0512) 781428,Caro.Bosmans@zoho.com,6918,None,Bevercé,Belgium,Caro32,b'\xed\x07\x16\xce\xdb\xb4\xe5)2\xfa\xabZ\xebt\xdd\x08\xddP\xaf\xff\x8aR\x1f\xd50G\x00=\xe2H\x9bJ',0773910341548,Client
4820290335164,Jens,Bertrand,Male,(0292) 861814,Jens.Bertrand@icloud.com,6605,None,l'Escaillère,Belgium,Jens168,b'\xa9#\x8a\x98~\x0bx\x81\xc5N\x0b\xec\x03\x10\xd4\x84\xa4\x85\xfc\xab\xbd\xe4\xa5\xcch\x88\xec\x8e\x0b\x08D|',3795648788421,Client
4429639045975,Amélie,Aerts,Female,+32520-670093,Amélie.Aerts@yahoo.com,5273,None,Jeneffe,Belgium,Amélie24,"b""\x93^\xbcp\xcb\\\x90\xe8:\xa5\x0f'\xab\x92\xcd\xcc`\x83\xdbDJ\x01\xb4\xdeW\xcf\xfa]\x94\x9eXR""",7678852044282,Client
9834749210011,Martin,Vandenberghe,Male,+32(0)590 312228,Martin.Vandenberghe@yahoo.com,8581,None,Limerlé,Belgium,Martin68,b'd\xd5IC(+\x9c\xa6\xa2\x03j\xbd~~T*\xffN\x97\x08\xf2\xd4%\xd6\xa6\xbfK\x0b\x13\x83\x1bx',7352561183980,Client
1247180536271,Fien,Segers,Female,+32(0)59-9384705,Fien.Segers@telenet.com,7454,None,Longueville,Belgium,Fien18,b'B\x92ZU\x12|\x87\x91G\xa5\xc1\x1f@\x84b\x19[\x1c\xc7\x1a\xde\xb2q\xfc\x8b\x82\xa4\x02\xed\xde\t\xbf',1922780706906,Client
6626264114389,Matthias,De Clercq,Male,080 6775902,Matthias.DeClercq@outlook.com,2552,None,Zele,Belgium,Matthias43,b'\x8d\xc8\x06Ax\xe0\xdf\xa9\xe0\x9a\x1e\xfb#\xa01t\x90EN\xe4.\x9a\x97Y\xb3\xa6\xd1-\t\x98U\xed',7330880347269,Client
6710522637047,Sofie,Michiels,Female,(070) 4842150,Sofie.Michiels@icloud.com,5847,None,Aubechies,Belgium,Sofie96,b'\xa5y\x0414\x0b\x17j\x00\x91\x87>\x06\xa2Q\xf6W\n\x8biA1\xb7\xaa\x10\x81\xf4\x87\xf9S?\x95',1449401802609,Client
0800989774334,Ward,Gérard,Male,+32361-469873,Ward.Gérard@outlook.com,4949,None,Dessel,Belgium,Ward23,"b""\xdas\xc3^\x90\xa0#I\xd2\xb6'\xb1sN\xc0\xce\xe3[k\x17\xe9\xd6\xae\xf5\x18\x14%2\x06\xf0\x89\x86""",6179974114871,Client
8414428166240,Sarah,De Vos,Female,0565-918894,Sarah.DeVos@yahoo.com,1191,None,Houthalen,Belgium,Sarah168,b'K\xff\r\xb9-9k}\xe5\xfbg\xe1\x9bG-\xdd\xc1A DB\r*\xcc\xb0i\xb2\xba\xd6\x17\xd7\x19',4100574745019,Client
8407994379274,Loïc,Smet,Male,+32(0)60-8366699,Loïc.Smet@hotmail.com,4959,None,Harre,Belgium,Loïc48,b'&W\xa4/|\x86\xb25*87v\xf0\xad\x97\x80\xad\x04\xc3\xde\x9e\x91A\x93\xd6\xa2\x10xF\x1a}e',2535266882357,Client
9132903124969,Alexia,Leclercq,Female,+32356-667103,Alexia.Leclercq@zoho.com,8530,None,Bütgenbach,Belgium,Alexia196,b'%\xd2#KC\xa2\xe6\xcbZp\xa6tI\x9c\x10\x13l\xff\xd9\xade\xb4\xa3J\x83\xd5\x87\x00\xcbn\xf9X',5402043640887,Client
9349270127089,Sébastien,Timmermans,Male,012 7072546,Sébastien.Timmermans@zoho.com,5074,None,Beuzet,Belgium,Sébastien200,b'\xb2\xf8\xa5\x97lf\xbe\xfd#_\x86^\xc4\xe7\xc9\xf0L4Ypuj*\x97~E\xa6R\xe0<\xf4\x10',6212924343667,Client
0535119900309,Estelle,Janssen,Female,(012)-7837125,Estelle.Janssen@telenet.com,8333,None,Moorsel,Belgium,Estelle124,"b'\x1c\r\xca\xeb\xcah\xa1M\xc0r\xcaP\xbf\xda\xc5\xbd\xc5\xc9W\xcd\xa3\x82\x91Gc\x7f]""\xee\x83&\x99'",4723389637490,Client
3735008773253,Pierre,Bertrand,Male,+32(0)966 583649,Pierre.Bertrand@hotmail.com,9156,None,Anthisnes,Belgium,Pierre80,"b'\xfbC\xea\x08\xeaJ\xf1\xc1\xd4\xdc\xf3n\x07K""\xcaFdMy\xb7\xb8\x11\xfd\xb9J\x1c&\xc2\xfd\xf6\xef'",7604518459208,Client
7034335909625,Lise,Gérard,Female,+32(0)244 490484,Lise.Gérard@telenet.com,3413,None,Lanaye,Belgium,Lise127,"b"")\x9b\x8c\xdb>\x0b\xe3I+)\t\x9a\xcb\xdc'\xf0\xb0g\xe7\xb3\x8d\xd9\xca\xe3{\x97\xcb#D\xff\x87{""",9206242820890,Client
2647670039940,Jordan,Gérard,Male,+32(0)68 4742766,Jordan.Gérard@zoho.com,7611,None,Bouwel,Belgium,Jordan128,b'\x1e58\x1b\xc7\xf2v\x8c\x02\xc4\x87P\xe0\x08|\x16v\x95Tg5\xbf\xda\x10\tV _\x97\xf8Z\xb3',6180302364753,Client
8602993746797,Morgane,Segers,Female,+32(0)04 7030085,Morgane.Segers@telenet.com,8650,None,Erpent,Belgium,Morgane61,"b'\xa9e\x12Y\x90\r~\xcf\xb8\xb7\xc3%\xe2\xbd%\x05A.""\xeb\xec\t\xa4V\xc4\x08b\xa7\xc8\xfe\xb5\x81'",3175525246428,Client
8316542641134,Maxim,Vermeulen,Male,+32(0)634 174302,Maxim.Vermeulen@icloud.com,1880,None,Hulste,Belgium,Maxim99,b'\x0e\x98\x05\xca\xcc_\xe4Sy$\x90\xc1\xfe\x986\xe0\xe7Y\xc0\xef\xae\xfa\xdc\xc4`s\xc0\xba\x01km\xa3',0787852076688,Client
1934433011700,Marie,Fontaine,Female,+32845-543884,Marie.Fontaine@gmail.com,5024,None,Gistel,Belgium,Marie179,b'\xc3-k\xa54\x8e\x17\x8612\xcb\xd1b6\xf7\xcdq\xb8a\xce\xbd\xca\x17\xcf\xe3\x88^!\xccF\x8b\x87',6690348268541,Client
1973333333079,Loïc,Pieters,Male,(0380) 402459,Loïc.Pieters@icloud.com,8885,None,Relegem,Belgium,Loïc161,b'\xc2\xa8#h\x8b\xf5\x817\x1d\xd1Z\x90R\xd8E\xf7S9\t^3lU\xe9\xce\xfb\xc2\x01\x84\xdd\xf4\xb1',4385318815719,Client
9062051548224,Inès,Verschueren,Female,(0328)-397459,Inès.Verschueren@outlook.com,4369,None,Wulvergem,Belgium,Inès58,b'\x93\xbc\nj\xaa\xd5v\xc4z\x9eWU\x08\xaf~\xd4FD\x96\xa79|\xee\xb8\xf6\xb3\xea\x87\xb9a\xac0',0827212580026,Client
4716764147315,Cédric,Moens,Male,+3200 8718488,Cédric.Moens@zoho.com,6442,None,Lo-Reninge,Belgium,Cédric114,"b'\xf2\xad_""\xbe\x1f\xdc\x9e^\x9cAY-\xb2\x14\xbc\xfc\xa5\x83oF}\x7fb\x18\xb7Q\x8e\xd2\xdb\x82\xbb'",5062554805238,Client
1613131122460,Lucie,Beckers,Female,+32(0)27-4678686,Lucie.Beckers@icloud.com,6329,None,Ouffet,Belgium,Lucie195,"b'\xf4\x02?8\x9d\rP""\xd8\xbd\xf6\xca\xd6\xfe\xec\'\x96\xa3Ew\x90Z\xd9\x17\x93gl\x90\xf2\x7f\xf01'",8609019430586,Client
1066423151803,Nick,Segers,Male,+32(0)388-834991,Nick.Segers@icloud.com,7475,None,Remagne,Belgium,Nick19,"b'\n\x7fE\\\xf5IL\x90\xb7\x14\x90\x08,\x8a\x99\xb8s\xb3\xd2\x83J>y\x98\xb5\x88\xb5\x8c\xa6w\xf6\xc6'",7764119223768,Client
3767682369899,Julie,Dubois,Female,054 3628985,Julie.Dubois@telenet.com,4882,None,Serskamp,Belgium,Julie151,"b""\xbeQ\xaf\xbbE\x02\x08\x0bR\x81'R\x82\xc0\xb4^\xc7\xc9\x8b|\xf6{\xb9v'\x89+\x9fy\x81\xda\xf1""",8680960887103,Client
3376623703707,Robbe,Jacobs,Male,+32(0)314 401280,Robbe.Jacobs@icloud.com,8831,None,Ligney,Belgium,Robbe26,b'\x92uz6YI6h\xf5\x94A%\xdd\x83y\x96\xa1\xf36\xd4\xf6\xed\xf8m \x9d+s.\x9f\t\xf1',8810933736060,Client
5461258656745,Jolien,Lejeune,Female,+3276 9032208,Jolien.Lejeune@hotmail.com,1116,None,Zaventem,Belgium,Jolien18,b'\xb5\x15p\x8d\xd7\xaa\xb6\x93i\x93yU}\xb3\xa4\x7ff9\xd8E\x90t\xf4\xa8=\xb1\xfbdb\xe8\xb4)',8731791887054,Client
6561328018697,Thibault,Dubois,Male,+32637-812847,Thibault.Dubois@telenet.com,4276,None,Obourg,Belgium,Thibault124,b'\xf0X\xa5\xf8MTj\x1f\xf1\xc9P\x1aMd\xb2\x92\x07o\x15\xe5\xfbC.\xfeb\xfc!\xa23uQ\xdf',0139879110256,Client
5684472242331,Aline,Fontaine,Female,0480 852503,Aline.Fontaine@gmail.com,7290,None,Nettinne,Belgium,Aline128,b'\xbd\x02c\xa3MX\x8e\xa0}{\xd9\xb8\x9b\x89\x0f\xe9\x04k\xe54\xa2z1\xa0\xc41W\xb9\xab\xeav\x1f',7635439653288,Client
5639043946750,Florian,Lambrechts,Male,+32(0)532 719832,Florian.Lambrechts@outlook.com,1105,None,Thisnes,Belgium,Florian99,"b'\xcd\x07\xde\n\xf9fP\xb5%\x8ee\xca\xa6B""\xf1\xd2\xe8\xb3\xd8\xf6\x80\xba\xf1\x04J\xa3<[$y""'",4282665814796,Client
5202794407685,Elisa,De Vos,Female,(0542) 744149,Elisa.DeVos@outlook.com,7592,None,Morville,Belgium,Elisa123,b'\xf8U\x87\xed\x86\xf6\xd5W\x8d\xb4\xad\xd7\x9f\x08\xda\\\xc5\x93no\xa4\x07?\x88\x08\xe5`>\xbf2\xfd\xba',3048901600593,Client
9011951286771,Tristan,Willems,Male,+32(0)80 8827494,Tristan.Willems@gmail.com,3803,None,Tilleur,Belgium,Tristan178,b'\xab0\xd9\xc3\xc1\x0b\x84\xf5\x02_\xa3\xf9\x1e\xc7\xc8F\xf4\x9c\x91\x16\xc4\xba\xcd:\x92!*\xac\x0c\x8c\x82\xef',0083629650775,Client
0036045118049,Sarah,Geerts,Female,+32387 489487,Sarah.Geerts@yahoo.com,4208,None,Poupehan,Belgium,Sarah82,b'\xe5\x8at\xe7\xdb\xe40\xde\xc7\x95P4?\xa8\xa4\x07W\x03O\xc7\x1f\x15\x9fv\x8dW\xb1zp\xd3\x0e\xaf',5332766830781,Client
7034909625397,Benjamin,Verstraeten,Male,+32(0)713-360644,Benjamin.Verstraeten@outlook.com,1697,None,Thorembais-Saint-Trond,Belgium,Benjamin24,b'\x10\xdf\xc2\x1f\xe9Yy\xe8n\xbf!s\xd9\x8d\xd9F\x13\x1c\x82\x14\x02\x07\xef}\x13oF \x800\xb8\x81',3950420264402,Client
9009909187434,Jade,Van Den Broeck,Female,+32(0)95-7167404,Jade.VanDenBroeck@gmail.com,5008,None,Basècles,Belgium,Jade154,b'f\x9d\xc4r\xb4\x071\x009\xf5`\x0fq\x10\xc3\xaa\x1b\xe2\xf3\xd1\xe7\x00)\x7f(Z\xf1\xe4[\xdc^\x94',2531719090707,Client
3020387342173,Arthur,Noël,Male,067 8955317,Arthur.Noël@yahoo.com,5190,None,Hautrage,Belgium,Arthur101,b's\\\x16%\x8b[\x10k\x7fd\xbd\x86\x1b\x80@E\xfeL\x90\xa6\xfe\x8f\x99\xa6y_o\xfbo\x1c\xb1(',4535123638070,Client
2853611083008,Fien,Dubois,Female,+3208 4868479,Fien.Dubois@gmail.com,5624,None,Kumtich,Belgium,Fien190,"b'D5u\x11\xf0hN\xd0k\xaf\xeb\xbe}\xd26q\x9b]\xe1\x0c\xc0\x00\x8d\xfe&:O\x8d""\x84\xf00'",7368438327665,Client
4027841787538,Niels,Carlier,Male,(039)-8512882,Niels.Carlier@telenet.com,9834,None,Ciergnon,Belgium,Niels10,"b'\xba\\\xc9`\xf8:P2\xb9&53\xf8]c\xd3"")9IN\xca\x95\x9d\xa4\xbfq4\x05\x0e\xde\x88'",4029744621387,Client
5070041771835,Hannah,Bosmans,Female,(0621) 351028,Hannah.Bosmans@zoho.com,2126,None,Tongeren,Belgium,Hannah188,b'7\x80\tq\xac\xdf\xd0\x12\xfd\xaa\x10(\x07_#\xaf\x16U\x03\xd0\xe94jV\xc1[\xa4\x1aH\xf6KD',6824473069615,Client
6137245159055,Sam,Devos,Male,(0127) 437198,Sam.Devos@icloud.com,6380,None,Mielen-boven-Aalst,Belgium,Sam46,"b""\xd8\xad\xa25\xb6\x1a\xa7W\x86\x99\xc2gM\xd6\x1668A\x03\x851\x98\xba5\xc8W\xc8\xa7'\xbc\xae3""",1592738791918,Client
9644672008604,Eline,Verschueren,Female,+32(0)694 541079,Eline.Verschueren@telenet.com,1163,None,Sauvenière,Belgium,Eline19,b'\x1bA\x9cy\xd0\xa0\\U\xeec\x87U6E\xa9\xe1\xf2\xce-\xc3*\x02\xc9\xd6\x06\xa0\xca}\xcd\xf11c',8701231766432,Client
7229105819116,Lennert,Gérard,Male,+32(0)110-118693,Lennert.Gérard@gmail.com,1216,None,Oostende,Belgium,Lennert169,"b'\xff\xf0""\x18\x8e\x16G\x07\xd1A\xd3\x88j\xac\xda\x87=\r\x14l;\xa2\x91\t\xa0i\xdd\x13E\xbb\xdf\x02'",5607516534359,Client
3954307610541,Louise,De Backer,Female,+32(0)695-641701,Louise.DeBacker@icloud.com,2671,None,Mopertingen,Belgium,Louise72,b'\xa6\\\xa6\x12\x04y\xa4\x7f\xae9&\xb0ex\xf81\xab\x1ai)\xce\x1f\xd7\x9fpJ\x96\x05&\x9f\x94&',0347753876036,Client
3329982527852,Cédric,Vandenberghe,Male,+32(0)35 7131575,Cédric.Vandenberghe@outlook.com,3549,None,Grimminge,Belgium,Cédric170,b'P\xdf&)\xef\x88\x98;\xd3\xdafD\xf7\xfe\x8e\xca\xab}\xe9\xc7\x94o\xb2\xb9\xe4\x8c\xa2m\xf6]\x94\x13',5756116916598,Client
0893455087120,Laure,Claes,Female,+32610-640184,Laure.Claes@icloud.com,8937,None,Niel-bij-Sint-Truiden,Belgium,Laure87,b'\xbc\xaf\xd3\x9d\x90\xb9\xda\x04gq\x9b#z\xbc\x8d\xe0\xe3lBt/^\x87}\x9e\xa8R\x18;dm\x9e',6556675493119,Client
6543380960625,Pierre,Verschueren,Male,+32180-976832,Pierre.Verschueren@icloud.com,9242,None,Korbeek-Dijle,Belgium,Pierre117,b']g\x1e\x18c\xb0\xf7\x90\x8a\x8b\x9b\xd1\xb9=\x12\xbb\x97*\xe5\r?\x08D7\x1b}\x03\x7f\x02\xbe\xa2v',9649437478605,Client
6719584441926,Juliette,Petit,Female,0942-874192,Juliette.Petit@hotmail.com,6260,None,Tervuren,Belgium,Juliette24,b'\xcd\x8d\xa1\xb9z\x02\x9e+\xa3\xc6\xae\xd3\xab\xd5Qs\xde\xd7*7L\x8d\xd0\x17\xc4%\xed[\xe0\xde\xb5y',5527606503597,Client
9213530255511,Liam,Gérard,Male,037-8569596,Liam.Gérard@hotmail.com,9625,None,Pulderbos,Belgium,Liam36,"b""\xff\xb8\x1a`Q\xbfA/-)\xd1\xa0\xb8W\x98E\xc5&\x01\xb2\xf6\x96\x8c'Q\xe8\x81c1\n\x90b""",4218096356478,Client
0300073803013,Nina,Evrard,Female,+32423-468151,Nina.Evrard@outlook.com,2306,None,Massenhoven,Belgium,Nina73,b'\xe9\x9b\x16D\xa3\x16\xc5aSFh<\xd2\x1f\xdb\x86\xad@#\x85\xfe\x15\x8e\xceDGSL\xa5\xb3\xbb\xa9',6390295936484,Client
7782315512844,Sébastien,Vermeiren,Male,+32(0)408 394022,Sébastien.Vermeiren@gmail.com,7722,None,Harsin,Belgium,Sébastien178,"b'I\xectqn^\x08Oa\xc5,\xcf\x92\x7fz\x98\x91-\x98B\xbf\xff\xdcZD\xbb\x8d.\xe4kL_'",7063156650211,Client
9758380983948,Laure,Dubois,Female,0047-648996,Laure.Dubois@yahoo.com,1614,None,Moerzeke,Belgium,Laure27,"b'*\xf8\x01u\x99\x98\x9a\xbb\x96\xe5\xd2U\xcd\x15\xddI\xaf\x86\xd1}\xe6,s\x90\x96\xed$\t\xa8TH\n'",9474975014749,Client
3089179190918,Julien,Dubois,Male,+32(0)194-881628,Julien.Dubois@yahoo.com,5220,None,Plainevaux,Belgium,Julien24,b'\xfb3}\xe48+\x87F\x8d\xfc\xafJ\\\xc8L\x01[\x1c?d(\n\x08\xc6\xf9R\x8f\x15\x06MXQ',1546830540301,Client
5077480338503,Elodie,Martin,Female,+32830 988435,Elodie.Martin@telenet.com,8580,None,Lathuy,Belgium,Elodie100,b';\xca\x1aG\x88LZ\xdf\xa4\xec\x96\x0e\x8b\x0b\xf7\xe0\x82\xd6|\xf2\x06\xce/;\xf3\xc5\x9d\x08\xd9\xac5\xf7',6039301777834,Client
5747356873654,Tim,Jacobs,Male,0914 043850,Tim.Jacobs@telenet.com,1351,None,Heist-aan-Zee,Belgium,Tim93,b'\x91$\xeb\x18\xaa\xd6K\x90}3\xca\x9b\xea\xc9g\x83n[\xc0\xfe\xf9\xa0\xb6\x17\xe8Az\xb4&\x86r\xcd',8519671489141,Client
8748945155208,Marie,Martens,Female,074-9925733,Marie.Martens@icloud.com,9733,None,Lint,Belgium,Marie35,b'_\x95\xa44Z\xc4 \xe8-\x12ms\xd1\r\x98\x97\xcab\x8f\xe0\xd3\xa3\x84\x84\x82En\xd2\x85\x08a/',9507271442792,Client
8603936613737,Michiel,Mertens,Male,+3239 6060043,Michiel.Mertens@yahoo.com,9366,None,Moresnet,Belgium,Michiel65,b'\x1a\xbf\xc8p\xe9\x1d\xf4\xdd\x83\xd9m\xe4\x11\xdd\x8e\x9e\xcdf#\x02\xb9\xb9\x18\xfb\xde\x8b-\xeb\x81\xac\n\xae',7357278195431,Client
4795268635451,Louise,Verschueren,Female,+32272 117199,Louise.Verschueren@gmail.com,2605,None,Estinnes-au-Val,Belgium,Louise12,b'\xa5\x1e\x98*\x95 \xba]2\xfa_\x88\x98\xb42\xe02\xbf\xd3\xces_A\x89\xdeA\x12s\x02\x92)\x0b',6110343961051,Client
7219854473200,Vincent,Martens,Male,0919-402897,Vincent.Martens@telenet.com,2320,None,Sint-Kornelis-Horebeke,Belgium,Vincent20,b'\xb8\x07\xa5\xee8.\xc5\xb4\x8f\xc5\xf6\xa7\xf2d\xcf\xf3\xf8x\xdfuH8<P1\xe2v:75\x17\xc8',6491703236682,Client
5426176635172,Amélie,Vandenberghe,Female,(0925)-276203,Amélie.Vandenberghe@icloud.com,5976,None,Schuiferskapelle,Belgium,Amélie142,"b""gg\xb4\x8d\xd3\xef\xc7y\x14+N\xa1\xbb\xc6\xf0\xf0\xa4[\xa2y\xf5y\x83\xe8\t'\xed\xe4\xeba~\xd6""",3440584264526,Client
0093581770687,Mathieu,Segers,Male,+3241-3211092,Mathieu.Segers@telenet.com,1659,None,Blicquy,Belgium,Mathieu31,b'Y\x1c\xba\xa4\xfd\x97\xc5*\r\x0b\x97\xe9|\xc8\xbf$[\xb2\xf5{\xceF\xe3Q\x8ch\x16\xb4\x1b[\xea\xa3',4488372715602,Client
6314508178216,Alexandra,De Backer,Female,002 4941157,Alexandra.DeBacker@outlook.com,2439,None,Hamme-Mille,Belgium,Alexandra35,"b'n\xc8\xc5\xe4\x07v(.s""@Q\xd8\xdb$\xd9\xe1N\x1f\xc0\xb7\x1fs\xf6#\xddi?\x84\x1a\x9d\xba'",4063770459422,Client
8040906458794,Milan,Verhoeven,Male,+32(0)70 9633452,Milan.Verhoeven@hotmail.com,9264,None,Wommelgem,Belgium,Milan186,b'*\x0e\xa8x\x1b\xbcEm\xcb\xac\xa9\x0c\xff\x08B!\x1b\xbe\xcb{\x9f\x0b\x02\xc0\x96\xc6\x10\x1f\xfe\xa7\xa55',2641611936238,Client
8745714772169,Margot,Devos,Female,+32(0)837-561015,Margot.Devos@hotmail.com,8661,None,Autre-Eglise,Belgium,Margot35,"b""\xf2n\xe7\r @'i1\x97\xf4\xf5\xf4p\xb5\xb1\xfc\xa2\xd8\xf7\xac'\xc4a\xdfA3\xc4\x92\xd4S\x80""",7041296072179,Client
4122717272957,Mohamed,Jansen,Male,+32(0)296-865612,Mohamed.Jansen@outlook.com,4519,None,Cornesse,Belgium,Mohamed20,b'\x05j\xf8\xfc\xe6\x97uhQV\xf2;\xcb\xe0\x8eI\xf3G:\x16p;{\x92\xca\x8bS\xf9<\xf6\xb9\x98',6181749211790,Client
1481316023545,Lotte,Lemmens,Female,+32(0)072-887506,Lotte.Lemmens@zoho.com,6631,None,Semmerzake,Belgium,Lotte72,b'\xa7*\xbeN\xb6V\xf4\x9b\xd9\xea\xf00\x18\x136iu\xb4HW\xf7\xeaP\x1e\x9a\xfd\x92\xc8\x89\x17M\xd9',7377930343711,Client
3955308012792,Michiel,Noël,Male,+3241-6900675,Michiel.Noël@telenet.com,4905,None,Piringen,Belgium,Michiel39,"b'\xd9\xc11\x9bM 2,3\x01B\x85\xf6F\xd2\x8an\x9fd\x8a\xaf\xac\x0e!w\xa5\x83\x04\x1f\x8d\x0f2'",9961437769679,Client
6953757387326,Lucie,Deprez,Female,+32923-501524,Lucie.Deprez@zoho.com,9990,None,Gembes,Belgium,Lucie67,"b'S\x81\x0e\xd6\xf5\xd4h\x08\xaaVq\xd9\xa5h\x88H3\x07\x7f\x1a\x91\xca\x97\xd9\x0bi,\xa1\xfc\xd3\xa5\xf7'",0449727681170,Client
3543839637065,Thibault,Bertrand,Male,+3228-7485809,Thibault.Bertrand@icloud.com,4789,None,Hamme,Belgium,Thibault42,b'\x1crj\xcd\xae\xb8\x9b\x115\xc3l\x08i#\xb7\x85\xcf\xc5s\xf6;h5\x9fU\x13\xfc\x99$\xec\t\xfd',4520720131094,Client
9504411297290,Julie,François,Female,+32(0)59-0930731,Julie.François@icloud.com,3837,None,Fauroeulx,Belgium,Julie89,"b'\x9a\xbcU`3\x8d""5k1i\x1a\xd4\xbfX\xb9\x12f\xba$\xce\x19\xdf\x99\x18\x1f6\x89\xbb\xcc\xe1}'",7582890928435,Client
3792916593725,Mathias,Dubois,Male,+32(0)93-0243024,Mathias.Dubois@outlook.com,3658,None,Malmedy,Belgium,Mathias92,"b'\x99c\xac\r\x17\xb7\xc1?\xef]\x14""S\xc0R\xb9\xbd\xe0WR\xc1\x84\x84\x0c\x05Io]\x1c!\xb5\x04'",7297407419159,Client
8458284879265,Sophie,Christiaens,Female,+32(0)42 3006191,Sophie.Christiaens@hotmail.com,8420,None,Gierle,Belgium,Sophie101,b'.I\xd1\xac\xd8q\x98< J\xf0\xb4o\x81I\x90\x87\xe3\xd0y\xc4\xe1\x07\x10\xd7z\xa3\xb9\x88)\xd3m',8070304866473,Client
8339900707920,Luca,Verheyen,Male,+32599 340433,Luca.Verheyen@icloud.com,1314,None,Baelen,Belgium,Luca179,b'\xa0\rer8\xb6\x05R7\x88\t\x01\xc9\x11_\xb1\x14\x07\xeb\xe7\x83Yd\x10\x16\xcb\x9a2\x8b5\xc8\r',8187057893794,Client
3598942518957,Emma,Thomas,Female,(0041) 822489,Emma.Thomas@telenet.com,9846,None,Sint-Laureins-Berchem,Belgium,Emma45,"b'\x18$\xb5\x0b\x95\xb3\x93\x0eX\xad}\x05v\x8e,\xabdh\x8fX\xe5\x10W[\xfb`\x89\xa9eZ\x8d\xb9'",7353666865559,Client
